Date,Dive,Site,Site_Depth_m,Transect,Taxa,Intercept,Rugosity,Cover
5/13/2023,4,Honaunau_1,3,L5,Carbonate,235,235,68
5/13/2023,4,Honaunau_1,3,K5,Porites lobata,20,,20
5/13/2023,4,Honaunau_1,3,K5,Carbonate,250,,230
5/13/2023,4,Honaunau_1,3,K5,Porites lobata,264,,14
5/13/2023,4,Honaunau_1,3,K5,Carbonate,278,278,14
5/13/2023,4,Honaunau_1,3,L6,Porites lobata,54,,54
5/13/2023,4,Honaunau_1,3,L6,Carbonate,67,,13
5/13/2023,4,Honaunau_1,3,L6,Porites lobata,73,,6
5/13/2023,4,Honaunau_1,3,L6,Carbonate,96,,23
5/13/2023,4,Honaunau_1,3,L6,Porites lobata,102,,6
5/13/2023,4,Honaunau_1,3,L6,Carbonate,152,,50
5/13/2023,4,Honaunau_1,3,L6,Porites lobata,175,,23
5/13/2023,4,Honaunau_1,3,L6,Carbonate,206,,31
5/13/2023,4,Honaunau_1,3,L6,Porites lobata,222,,16
5/13/2023,4,Honaunau_1,3,L6,Carbonate,235,,13
5/13/2023,4,Honaunau_1,3,L6,Porites lobata,256,,21
5/13/2023,4,Honaunau_1,3,L6,Carbonate,259,259,3
5/13/2023,4,Honaunau_1,3,L7,Carbonate,97,,97
5/13/2023,4,Honaunau_1,3,L7,Porites lobata,103,,6
5/13/2023,4,Honaunau_1,3,L7,Carbonate,133,,30
5/13/2023,4,Honaunau_1,3,L7,Porites lobata,137,,4
5/13/2023,4,Honaunau_1,3,L7,Carbonate,152,,15
5/13/2023,4,Honaunau_1,3,L7,Porites lobata,165,,13
5/13/2023,4,Honaunau_1,3,L7,Carbonate,261,,96
5/13/2023,4,Honaunau_1,3,L7,Porites lobata,272,,11
5/13/2023,4,Honaunau_1,3,L7,Carbonate,285,,13
5/13/2023,4,Honaunau_1,3,L7,Pavona varians,293,,8
5/13/2023,4,Honaunau_1,3,L7,Carbonate,302,302,9
5/13/2023,4,Honaunau_1,3,K6,Carbonate,29,,29
5/13/2023,4,Honaunau_1,3,K6,Porites lobata,63,,34
5/13/2023,4,Honaunau_1,3,K6,Carbonate,72,,9
5/13/2023,4,Honaunau_1,3,K6,Pavona varians,75,,3
5/13/2023,4,Honaunau_1,3,K6,Carbonate,120,,45
5/13/2023,4,Honaunau_1,3,K6,Porites lobata,145,,25
5/13/2023,4,Honaunau_1,3,K6,Carbonate,175,,30
5/13/2023,4,Honaunau_1,3,K6,Porites lobata,185,,10
5/13/2023,4,Honaunau_1,3,K6,Carbonate,224,224,39
5/13/2023,4,Honaunau_1,3,L8,Carbonate,72,,72
5/13/2023,4,Honaunau_1,3,L8,Porites lobata,96,,24
5/13/2023,4,Honaunau_1,3,L8,Carbonate,173,,77
5/13/2023,4,Honaunau_1,3,L8,Porites lobata,177,,4
5/13/2023,4,Honaunau_1,3,L8,Carbonate,195,,18
5/13/2023,4,Honaunau_1,3,L8,Porites lobata,204,,9
5/13/2023,4,Honaunau_1,3,L8,Carbonate,215,215,11
5/13/2023,4,Honaunau_1,3,K7,Porites lobata,47,,47
5/13/2023,4,Honaunau_1,3,K7,Carbonate,79,,32
5/13/2023,4,Honaunau_1,3,K7,Porites lobata,121,,42
5/13/2023,4,Honaunau_1,3,K7,Carbonate,255,255,134
5/13/2023,4,Honaunau_1,3,L9,Carbonate,61,,61
5/13/2023,4,Honaunau_1,3,L9,Porites lobata,72,,11
5/13/2023,4,Honaunau_1,3,L9,Carbonate,275,275,203
5/13/2023,4,Honaunau_1,3,K8,Porites lobata,34,,34
5/13/2023,4,Honaunau_1,3,K8,Carbonate,41,,7
5/13/2023,4,Honaunau_1,3,K8,Porites lobata,62,,21
5/13/2023,4,Honaunau_1,3,K8,Carbonate,161,,99
5/13/2023,4,Honaunau_1,3,K8,Porites lobata,164,,3
5/13/2023,4,Honaunau_1,3,K8,Carbonate,172,,8
5/13/2023,4,Honaunau_1,3,K8,Porites lobata,179,,7
5/13/2023,4,Honaunau_1,3,K8,Porites lobata,185,,6
5/13/2023,4,Honaunau_1,3,K8,Carbonate,204,,19
5/13/2023,4,Honaunau_1,3,K8,Porites lobata,208,,4
5/13/2023,4,Honaunau_1,3,K8,Carbonate,238,,30
5/13/2023,4,Honaunau_1,3,K8,Porites lobata,268,,30
5/13/2023,4,Honaunau_1,3,K8,Carbonate,276,,8
5/13/2023,4,Honaunau_1,3,K8,Porites lobata,285,,9
5/13/2023,4,Honaunau_1,3,K8,Carbonate,305,305,20
5/13/2023,4,Honaunau_1,3,K9,Porites lobata,101,,101
5/13/2023,4,Honaunau_1,3,K9,Carbonate,135,,34
5/13/2023,4,Honaunau_1,3,K9,Porites lobata,147,,12
5/13/2023,4,Honaunau_1,3,K9,Carbonate,172,,25
5/13/2023,4,Honaunau_1,3,K9,Porites lobata,210,210,38
5/13/2023,4,Honaunau_1,3,L10,Carbonate,231,,231
5/13/2023,4,Honaunau_1,3,L10,Porites lobata,268,268,37
5/13/2023,4,Honaunau_1,3,L11,Porites lobata,63,,63
5/13/2023,4,Honaunau_1,3,L11,Carbonate,82,,19
5/13/2023,4,Honaunau_1,3,L11,Porites lobata,89,,7
5/13/2023,4,Honaunau_1,3,L11,Carbonate,103,,14
5/13/2023,4,Honaunau_1,3,L11,Pavona duerdeni,154,,51
5/13/2023,4,Honaunau_1,3,L11,Carbonate,296,296,142
5/13/2023,4,Honaunau_1,3,K10,Porites lobata,11,,11
5/13/2023,4,Honaunau_1,3,K10,Porites lobata,59,,48
5/13/2023,4,Honaunau_1,3,K10,Carbonate,65,,6
5/13/2023,4,Honaunau_1,3,K10,Porites lobata,96,,31
5/13/2023,4,Honaunau_1,3,K10,Carbonate,104,,8
5/13/2023,4,Honaunau_1,3,K10,Porites lobata,115,,11
5/13/2023,4,Honaunau_1,3,K10,Carbonate,152,,37
5/13/2023,4,Honaunau_1,3,K10,Porites lobata,165,,13
5/13/2023,4,Honaunau_1,3,K10,Carbonate,252,,87
5/13/2023,4,Honaunau_1,3,K10,Porites lobata,257,257,5
5/13/2023,4,Honaunau_1,3,L12,Porites lobata,40,,40
5/13/2023,4,Honaunau_1,3,L12,Carbonate,45,,5
5/13/2023,4,Honaunau_1,3,L12,Porites lobata,110,,65
5/13/2023,4,Honaunau_1,3,L12,Carbonate,124,,14
5/13/2023,4,Honaunau_1,3,L12,Porites lobata,132,,8
5/13/2023,4,Honaunau_1,3,L12,Carbonate,150,,18
5/13/2023,4,Honaunau_1,3,L12,Porites lobata,184,,34
5/13/2023,4,Honaunau_1,3,L12,Carbonate,240,240,56
5/13/2023,4,Honaunau_1,3,L13,Porites lobata,20,,20
5/13/2023,4,Honaunau_1,3,L13,Carbonate,60,,40
5/13/2023,4,Honaunau_1,3,L13,Montipora capitata,85,,25
5/13/2023,4,Honaunau_1,3,L13,Carbonate,242,,157
5/13/2023,4,Honaunau_1,3,L13,Porites lobata,300,,58
5/13/2023,4,Honaunau_1,3,L13,Carbonate,320,,20
5/13/2023,4,Honaunau_1,3,L13,Porites lobata,330,,10
5/13/2023,4,Honaunau_1,3,L13,Carbonate,335,,5
5/13/2023,4,Honaunau_1,3,L13,Porites lobata,350,,15
5/13/2023,4,Honaunau_1,3,L13,Carbonate,380,,30
5/13/2023,4,Honaunau_1,3,L13,Porites lobata,400,,20
5/13/2023,4,Honaunau_1,3,L13,Carbonate,430,,30
5/13/2023,4,Honaunau_1,3,L13,Pavona varians,438,,8
5/13/2023,4,Honaunau_1,3,L13,Carbonate,455,455,17
5/15/2023,1,Honaunau_1,17,L1,Porites compressa,24,,24
5/15/2023,1,Honaunau_1,17,L1,Carbonate,34,,10
5/15/2023,1,Honaunau_1,17,L1,Porites monticulosa,53,,19
5/15/2023,1,Honaunau_1,17,L1,Halimeda,65,,12
5/15/2023,1,Honaunau_1,17,L1,Porites lobata,84,,19
5/15/2023,1,Honaunau_1,17,L1,Carbonate,95,,11
5/15/2023,1,Honaunau_1,17,L1,Halimeda,98,,3
5/15/2023,1,Honaunau_1,17,L1,Porites lobata,143,,45
5/15/2023,1,Honaunau_1,17,L1,Carbonate,165,,22
5/15/2023,1,Honaunau_1,17,L1,Porites monticulosa,171,,6
5/15/2023,1,Honaunau_1,17,L1,Carbonate,193,,22
5/15/2023,1,Honaunau_1,17,L1,Porites lobata,204,,11
5/15/2023,1,Honaunau_1,17,L1,Carbonate,229,229,25
5/15/2023,1,Honaunau_1,17,K1,Porites compressa,35,,35
5/15/2023,1,Honaunau_1,17,K1,Carbonate,177,,142
5/15/2023,1,Honaunau_1,17,K1,Porites compressa,192,,15
5/15/2023,1,Honaunau_1,17,K1,Carbonate,275,,83
5/15/2023,1,Honaunau_1,17,K1,Pavona varians,281,,6
5/15/2023,1,Honaunau_1,17,K1,Carbonate,315,,34
5/15/2023,1,Honaunau_1,17,K1,Pavona varians,320,320,5
5/15/2023,1,Honaunau_1,17,L2,Carbonate,31,,31
5/15/2023,1,Honaunau_1,17,L2,Porites compressa,42,,11
5/15/2023,1,Honaunau_1,17,L2,Carbonate,170,,128
5/15/2023,1,Honaunau_1,17,L2,Gardineroseris planulata,175,,5
5/15/2023,1,Honaunau_1,17,L2,Carbonate,205,,30
5/15/2023,1,Honaunau_1,17,L2,Porites lobata,243,243,38
5/15/2023,1,Honaunau_1,17,L3,Porites compressa,37,,37
5/15/2023,1,Honaunau_1,17,L3,Carbonate,105,,68
5/15/2023,1,Honaunau_1,17,L3,Porites compressa,120,,15
5/15/2023,1,Honaunau_1,17,L3,Carbonate,180,,60
5/15/2023,1,Honaunau_1,17,L3,Halimeda,187,,7
5/15/2023,1,Honaunau_1,17,L3,Carbonate,230,230,43
5/15/2023,1,Honaunau_1,17,K2,Carbonate,53,,53
5/15/2023,1,Honaunau_1,17,K2,Halimeda,57,,4
5/15/2023,1,Honaunau_1,17,K2,Carbonate,104,,47
5/15/2023,1,Honaunau_1,17,K2,Halimeda,106,,2
5/15/2023,1,Honaunau_1,17,K2,Carbonate,265,265,159
5/15/2023,1,Honaunau_1,17,L4,Carbonate,31,,31
5/15/2023,1,Honaunau_1,17,L4,Porites compressa,38,,7
5/15/2023,1,Honaunau_1,17,L4,Carbonate,78,,40
5/15/2023,1,Honaunau_1,17,L4,Porites lobata,83,,5
5/15/2023,1,Honaunau_1,17,L4,Carbonate,141,,58
5/15/2023,1,Honaunau_1,17,L4,Halimeda,143,,2
5/15/2023,1,Honaunau_1,17,L4,Carbonate,152,,9
5/15/2023,1,Honaunau_1,17,L4,Porites lobata,163,,11
5/15/2023,1,Honaunau_1,17,L4,Carbonate,225,,62
5/15/2023,1,Honaunau_1,17,L4,Sand,241,241,16
5/15/2023,1,Honaunau_1,17,L5,Porites lobata,22,,22
5/15/2023,1,Honaunau_1,17,L5,Porites monticulosa,82,,60
5/15/2023,1,Honaunau_1,17,L5,Porites compressa,93,,11
5/15/2023,1,Honaunau_1,17,L5,Porites monticulosa,145,,52
5/15/2023,1,Honaunau_1,17,L5,Carbonate,153,,8
5/15/2023,1,Honaunau_1,17,L5,Porites lobata,163,,10
5/15/2023,1,Honaunau_1,17,L5,Porites monticulosa,166,,3
5/15/2023,1,Honaunau_1,17,L5,Carbonate,213,,47
5/15/2023,1,Honaunau_1,17,L5,Porites monticulosa,225,225,12
5/15/2023,1,Honaunau_1,17,L6,Porites monticulosa,23,,23
5/15/2023,1,Honaunau_1,17,L6,Porites compressa,29,,6
5/15/2023,1,Honaunau_1,17,L6,Porites monticulosa,85,,56
5/15/2023,1,Honaunau_1,17,L6,Porites compressa,91,,6
5/15/2023,1,Honaunau_1,17,L6,Porites monticulosa,109,,18
5/15/2023,1,Honaunau_1,17,L6,Porites compressa,112,,3
5/15/2023,1,Honaunau_1,17,L6,Carbonate,135,,23
5/15/2023,1,Honaunau_1,17,L6,Porites monticulosa,172,,37
5/15/2023,1,Honaunau_1,17,L6,Carbonate,185,,13
5/15/2023,1,Honaunau_1,17,L6,Porites compressa,203,,18
5/15/2023,1,Honaunau_1,17,L6,Porites monticulosa,212,,9
5/15/2023,1,Honaunau_1,17,L6,Porites compressa,242,,30
5/15/2023,1,Honaunau_1,17,L6,Porites monticulosa,253,253,11
5/15/2023,1,Honaunau_1,17,K3,Porites compressa,12,,12
5/15/2023,1,Honaunau_1,17,K3,Carbonate,24,,12
5/15/2023,1,Honaunau_1,17,K3,Porites compressa,42,,18
5/15/2023,1,Honaunau_1,17,K3,Carbonate,45,,3
5/15/2023,1,Honaunau_1,17,K3,Porites compressa,67,,22
5/15/2023,1,Honaunau_1,17,K3,Porites monticulosa,108,,41
5/15/2023,1,Honaunau_1,17,K3,Carbonate,115,,7
5/15/2023,1,Honaunau_1,17,K3,Porites monticulosa,124,,9
5/15/2023,1,Honaunau_1,17,K3,Carbonate,137,,13
5/15/2023,1,Honaunau_1,17,K3,Porites monticulosa,190,,53
5/15/2023,1,Honaunau_1,17,K3,Porites compressa,194,,4
5/15/2023,1,Honaunau_1,17,K3,Porites monticulosa,202,,8
5/15/2023,1,Honaunau_1,17,K3,Porites compressa,207,,5
5/15/2023,1,Honaunau_1,17,K3,Porites monticulosa,239,239,32
5/15/2023,1,Honaunau_1,17,L7,Carbonate,65,,65
5/15/2023,1,Honaunau_1,17,L7,Halimeda,76,,11
5/15/2023,1,Honaunau_1,17,L7,Carbonate,125,,49
5/15/2023,1,Honaunau_1,17,L7,Porites lobata,139,,14
5/15/2023,1,Honaunau_1,17,L7,Carbonate,142,,3
5/15/2023,1,Honaunau_1,17,L7,Halimeda,183,,41
5/15/2023,1,Honaunau_1,17,L7,Carbonate,218,,35
5/15/2023,1,Honaunau_1,17,L7,Porites monticulosa,225,,7
5/15/2023,1,Honaunau_1,17,L7,Carbonate,235,,10
5/15/2023,1,Honaunau_1,17,L7,Porites compressa,242,,7
5/15/2023,1,Honaunau_1,17,L7,Carbonate,273,273,31
5/15/2023,1,Honaunau_1,17,K4,Porites monticulosa,32,,32
5/15/2023,1,Honaunau_1,17,K4,Carbonate,57,,25
5/15/2023,1,Honaunau_1,17,K4,Porites monticulosa,81,,24
5/15/2023,1,Honaunau_1,17,K4,Carbonate,89,,8
5/15/2023,1,Honaunau_1,17,K4,Porites monticulosa,91,,2
5/15/2023,1,Honaunau_1,17,K4,Carbonate,163,,72
5/15/2023,1,Honaunau_1,17,K4,Pavona varians,173,,10
5/15/2023,1,Honaunau_1,17,K4,Carbonate,179,,6
5/15/2023,1,Honaunau_1,17,K4,Pavona varians,183,,4
5/15/2023,1,Honaunau_1,17,K4,Carbonate,210,,27
5/15/2023,1,Honaunau_1,17,K4,Porites compressa,215,,5
5/15/2023,1,Honaunau_1,17,K4,Sand,282,282,67
5/15/2023,1,Honaunau_1,17,L8,Porites compressa,34,,34
5/15/2023,1,Honaunau_1,17,L8,Carbonate,76,,42
5/15/2023,1,Honaunau_1,17,L8,Porites compressa,82,,6
5/15/2023,1,Honaunau_1,17,L8,Carbonate,91,,9
5/15/2023,1,Honaunau_1,17,L8,Porites monticulosa,102,,11
5/15/2023,1,Honaunau_1,17,L8,Carbonate,115,,13
5/15/2023,1,Honaunau_1,17,L8,Porites monticulosa,125,,10
5/15/2023,1,Honaunau_1,17,L8,Carbonate,137,,12
5/15/2023,1,Honaunau_1,17,L8,Halimeda,152,,15
5/15/2023,1,Honaunau_1,17,L8,Carbonate,165,,13
5/15/2023,1,Honaunau_1,17,L8,Porites compressa,173,,8
5/15/2023,1,Honaunau_1,17,L8,Carbonate,181,,8
5/15/2023,1,Honaunau_1,17,L8,Porites monticulosa,195,,14
5/15/2023,1,Honaunau_1,17,L8,Carbonate,205,,10
5/15/2023,1,Honaunau_1,17,L8,Leptoseris foliosa,208,,3
5/15/2023,1,Honaunau_1,17,L8,Carbonate,251,,43
5/15/2023,1,Honaunau_1,17,L8,Porites monticulosa,274,274,23
5/15/2023,1,Honaunau_1,17,K5,Carbonate,107,,107
5/15/2023,1,Honaunau_1,17,K5,Porites compressa,112,,5
5/15/2023,1,Honaunau_1,17,K5,Porites compressa,121,,9
5/15/2023,1,Honaunau_1,17,K5,Carbonate,149,,28
5/15/2023,1,Honaunau_1,17,K5,Pocillopora meandrina,155,,6
5/15/2023,1,Honaunau_1,17,K5,Carbonate,229,,74
5/15/2023,1,Honaunau_1,17,K5,Halimeda,243,243,14
5/15/2023,1,Honaunau_1,17,L9,Carbonate,64,,64
5/15/2023,1,Honaunau_1,17,L9,Halimeda,69,,5
5/15/2023,1,Honaunau_1,17,L9,Carbonate,122,,53
5/15/2023,1,Honaunau_1,17,L9,Porites lobata,124,,2
5/15/2023,1,Honaunau_1,17,L9,Carbonate,139,,15
5/15/2023,1,Honaunau_1,17,L9,Porites compressa,145,,6
5/15/2023,1,Honaunau_1,17,L9,Carbonate,235,235,90
5/15/2023,1,Honaunau_1,17,K6,Porites compressa,9,,9
5/15/2023,1,Honaunau_1,17,K6,Carbonate,55,,46
5/15/2023,1,Honaunau_1,17,K6,Porites compressa,62,,7
5/15/2023,1,Honaunau_1,17,K6,Carbonate,142,,80
5/15/2023,1,Honaunau_1,17,K6,Porites compressa,152,,10
5/15/2023,1,Honaunau_1,17,K6,Carbonate,185,,33
5/15/2023,1,Honaunau_1,17,K6,Porites compressa,189,,4
5/15/2023,1,Honaunau_1,17,K6,Carbonate,230,,41
5/15/2023,1,Honaunau_1,17,K6,Montipora patula,235,,5
5/15/2023,1,Honaunau_1,17,K6,Carbonate,245,245,10
5/15/2023,2,Honaunau_1,9,L1,Pavona varians,12,,12
5/15/2023,2,Honaunau_1,9,L1,Carbonate,24,,12
5/15/2023,2,Honaunau_1,9,L1,Pavona varians,46,,22
5/15/2023,2,Honaunau_1,9,L1,Carbonate,82,,36
5/15/2023,2,Honaunau_1,9,L1,Pavona varians,85,,3
5/15/2023,2,Honaunau_1,9,L1,Carbonate,94,,9
5/15/2023,2,Honaunau_1,9,L1,Porites compressa,107,,13
5/15/2023,2,Honaunau_1,9,L1,Carbonate,135,,28
5/15/2023,2,Honaunau_1,9,L1,Porites compressa,155,,20
5/15/2023,2,Honaunau_1,9,L1,Carbonate,252,,97
5/15/2023,2,Honaunau_1,9,L1,Pavona varians,260,,8
5/15/2023,2,Honaunau_1,9,L1,Carbonate,273,,13
5/15/2023,2,Honaunau_1,9,L1,Porites compressa,277,,4
5/15/2023,2,Honaunau_1,9,L1,Carbonate,305,305,28
5/15/2023,2,Honaunau_1,9,K1,Carbonate,96,,96
5/15/2023,2,Honaunau_1,9,K1,Porites compressa,134,,38
5/15/2023,2,Honaunau_1,9,K1,Carbonate,166,,32
5/15/2023,2,Honaunau_1,9,K1,Porites compressa,171,,5
5/15/2023,2,Honaunau_1,9,K1,Carbonate,191,,20
5/15/2023,2,Honaunau_1,9,K1,Porites compressa,199,,8
5/15/2023,2,Honaunau_1,9,K1,Carbonate,203,,4
5/15/2023,2,Honaunau_1,9,K1,Pavona varians,211,,8
5/15/2023,2,Honaunau_1,9,K1,Carbonate,220,,9
5/15/2023,2,Honaunau_1,9,K1,Pavona varians,225,,5
5/15/2023,2,Honaunau_1,9,K1,Carbonate,230,,5
5/15/2023,2,Honaunau_1,9,K1,Porites compressa,243,243,13
5/15/2023,2,Honaunau_1,9,L2,Porites compressa,46,,46
5/15/2023,2,Honaunau_1,9,L2,Carbonate,54,,8
5/15/2023,2,Honaunau_1,9,L2,Porites compressa,56,,2
5/15/2023,2,Honaunau_1,9,L2,Carbonate,62,,6
5/15/2023,2,Honaunau_1,9,L2,Porites compressa,111,,49
5/15/2023,2,Honaunau_1,9,L2,Carbonate,119,,8
5/15/2023,2,Honaunau_1,9,L2,Porites compressa,145,,26
5/15/2023,2,Honaunau_1,9,L2,Carbonate,150,,5
5/15/2023,2,Honaunau_1,9,L2,Porites compressa,167,,17
5/15/2023,2,Honaunau_1,9,L2,Carbonate,172,,5
5/15/2023,2,Honaunau_1,9,L2,Porites compressa,195,,23
5/15/2023,2,Honaunau_1,9,L2,Carbonate,210,,15
5/15/2023,2,Honaunau_1,9,L2,Porites compressa,215,,5
5/15/2023,2,Honaunau_1,9,L2,Carbonate,222,,7
5/15/2023,2,Honaunau_1,9,L2,Porites compressa,241,,19
5/15/2023,2,Honaunau_1,9,L2,Carbonate,253,253,12
5/15/2023,2,Honaunau_1,9,L3,Porites compressa,3,,3
5/15/2023,2,Honaunau_1,9,L3,Carbonate,19,,16
5/15/2023,2,Honaunau_1,9,L3,Porites compressa,34,,15
5/15/2023,2,Honaunau_1,9,L3,Pavona varians,39,,5
5/15/2023,2,Honaunau_1,9,L3,Porites compressa,102,,63
5/15/2023,2,Honaunau_1,9,L3,Carbonate,145,,43
5/15/2023,2,Honaunau_1,9,L3,Porites compressa,172,,27
5/15/2023,2,Honaunau_1,9,L3,Carbonate,180,,8
5/15/2023,2,Honaunau_1,9,L3,Porites compressa,222,,42
5/15/2023,2,Honaunau_1,9,L3,Carbonate,230,,8
5/15/2023,2,Honaunau_1,9,L3,Porites compressa,247,,17
5/15/2023,2,Honaunau_1,9,L3,Carbonate,256,256,9
5/15/2023,2,Honaunau_1,9,K2,Carbonate,56,,56
5/15/2023,2,Honaunau_1,9,K2,Porites compressa,111,,55
5/15/2023,2,Honaunau_1,9,K2,Carbonate,183,,72
5/15/2023,2,Honaunau_1,9,K2,Porites compressa,185,,2
5/15/2023,2,Honaunau_1,9,K2,Carbonate,215,,30
5/15/2023,2,Honaunau_1,9,K2,Porites compressa,228,,13
5/15/2023,2,Honaunau_1,9,K2,Carbonate,240,,12
5/15/2023,2,Honaunau_1,9,K2,Porites compressa,245,245,5
5/15/2023,2,Honaunau_1,9,L4,Carbonate,39,,39
5/15/2023,2,Honaunau_1,9,L4,Porites compressa,55,,16
5/15/2023,2,Honaunau_1,9,L4,Carbonate,59,,4
5/15/2023,2,Honaunau_1,9,L4,Porites compressa,112,,53
5/15/2023,2,Honaunau_1,9,L4,Pavona varians,124,,12
5/15/2023,2,Honaunau_1,9,L4,Porites compressa,135,,11
5/15/2023,2,Honaunau_1,9,L4,Carbonate,210,,75
5/15/2023,2,Honaunau_1,9,L4,Pavona varians,239,,29
5/15/2023,2,Honaunau_1,9,L4,Carbonate,312,312,73
5/15/2023,2,Honaunau_1,9,L5,Porites compressa,16,,16
5/15/2023,2,Honaunau_1,9,L5,Carbonate,79,,63
5/15/2023,2,Honaunau_1,9,L5,Porites lobata,86,,7
5/15/2023,2,Honaunau_1,9,L5,Carbonate,175,,89
5/15/2023,2,Honaunau_1,9,L5,Porites compressa,184,,9
5/15/2023,2,Honaunau_1,9,L5,Carbonate,251,,67
5/15/2023,2,Honaunau_1,9,L5,Porites compressa,271,,20
